Data =>
	instName=TWC13C
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=11
	edges=12
	requiredN=4
	requiredA=9
	requiredE=9
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		3		4		6		9		12		16		9		10		7		13		7		7		
-1		10		0		6		8		11		11		15		6		7		4		13		9		5		
-1		4		6		0		2		5		8		12		7		13		10		9		3		3		
-1		4		7		2		0		3		6		10		5		14		11		7		5		5		
-1		7		10		5		3		0		3		7		8		12		14		4		3		8		
-1		13		16		11		9		6		0		4		5		9		12		2		9		14		
-1		14		12		12		10		7		10		0		9		5		8		3		10		15		
-1		9		12		7		5		8		5		9		0		14		16		7		10		10		
-1		13		7		11		9		12		9		13		4		0		3		11		14		12		
-1		14		4		10		12		15		12		16		7		3		0		14		13		9		
-1		11		14		9		7		4		7		3		12		8		11		0		7		12		
-1		7		9		3		5		8		11		15		10		16		13		12		0		5		
-1		15		5		11		13		16		16		20		11		12		9		18		14		0		
