Data =>
	instName=TWB40C
	optimalValue=-1
	vehicles=-1
	capacity=75
	depotNode=1
	nodes=40
	arcs=34
	edges=35
	requiredN=16
	requiredA=24
	requiredE=23
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		32		22		18		17		22		34		7		20		11		3		3		4		5		7		8		28		17		18		13		16		11		7		16		17		12		15		11		13		32		28		10		14		30		26		23		18		25		40		18		
-1		21		0		29		25		30		33		9		14		17		18		19		18		15		26		28		24		15		24		25		20		23		24		23		29		33		28		33		29		26		29		25		21		11		10		6		12		14		7		15		20		
-1		22		14		0		14		28		41		12		15		31		19		20		19		21		27		29		25		6		5		8		9		19		25		24		30		34		29		34		30		32		43		39		27		25		16		20		26		28		21		18		11		
-1		21		30		16		0		14		37		28		14		38		10		19		18		22		26		28		24		22		11		8		13		5		16		20		19		30		25		30		29		33		50		46		28		32		32		36		41		36		37		34		18		
-1		23		45		31		27		0		27		43		16		40		12		21		20		24		28		28		26		37		26		27		22		9		6		10		5		20		15		20		24		32		52		48		30		34		47		46		43		38		45		49		27		
-1		14		32		36		32		31		0		34		21		20		25		17		17		14		9		7		16		40		31		32		27		30		25		21		29		25		20		15		11		5		32		28		10		14		30		26		23		18		25		40		32		
-1		12		34		20		16		21		31		0		5		25		9		10		9		9		17		19		15		6		15		16		11		14		15		14		20		24		19		24		20		20		37		33		15		19		4		31		28		23		30		6		11		
-1		7		29		15		11		16		26		27		0		24		4		5		4		8		12		14		10		21		10		11		6		9		10		9		15		19		14		19		15		19		36		32		14		18		31		30		27		22		29		33		11		
-1		28		24		46		42		45		16		26		31		0		35		31		30		26		23		21		30		32		41		42		37		40		39		35		43		39		34		29		25		15		12		8		20		6		22		18		15		10		17		32		37		
-1		11		33		19		15		12		27		31		4		28		0		9		8		12		16		18		14		25		14		15		10		5		6		10		11		20		15		20		19		23		40		36		18		22		35		34		31		26		33		37		15		
-1		16		42		33		29		14		21		44		18		30		14		0		19		16		11		9		5		39		28		29		24		19		8		4		13		14		9		14		10		15		42		38		20		24		40		36		33		28		35		50		29		
-1		3		32		19		15		20		25		31		4		20		8		6		0		4		8		10		11		25		14		15		10		13		14		10		19		20		15		18		14		15		32		28		10		14		30		26		23		18		25		37		15		
-1		7		28		23		19		24		29		30		8		16		12		10		4		0		12		14		15		29		18		19		14		17		18		14		23		24		19		22		18		11		28		24		6		10		26		22		19		14		21		36		19		
-1		5		33		27		23		22		17		35		12		21		16		8		8		5		0		2		11		33		22		23		18		21		16		12		21		20		15		10		6		8		33		29		11		15		31		27		24		19		26		41		23		
-1		7		33		29		25		24		15		35		14		21		18		10		10		7		2		0		9		35		24		25		20		23		18		14		22		18		13		8		4		6		33		29		11		15		31		27		24		19		26		41		25		
-1		11		37		33		29		18		16		39		18		25		19		5		14		11		6		4		0		39		28		29		24		24		13		9		13		9		4		9		5		10		37		33		15		19		35		31		28		23		30		45		29		
-1		16		38		24		20		25		35		6		9		31		13		14		13		15		21		23		19		0		19		20		15		18		19		18		24		28		23		28		24		26		43		39		21		25		10		37		34		29		36		12		5		
-1		20		19		5		9		23		39		17		13		36		17		18		17		21		25		27		23		11		0		3		4		14		23		22		28		32		27		32		28		32		48		44		27		30		21		25		31		33		26		23		9		
-1		21		22		8		8		22		40		20		14		38		18		19		18		22		26		28		24		14		3		0		5		13		24		23		27		33		28		33		29		33		50		46		28		32		24		28		34		36		29		26		10		
-1		16		23		9		5		19		35		21		9		33		13		14		13		17		21		23		19		15		4		5		0		10		19		18		24		28		23		28		24		28		45		41		23		27		25		29		35		31		30		27		5		
