Data =>
	instName=TWB13C
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=15
	edges=8
	requiredN=3
	requiredA=12
	requiredE=7
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		3		4		4		7		10		14		9		10		7		11		7		7		
-1		3		0		7		7		10		13		12		6		7		4		14		10		5		
-1		9		6		0		13		16		19		18		12		13		10		20		3		3		
-1		11		8		2		0		3		6		10		5		15		12		7		5		5		
-1		14		11		5		3		0		3		7		8		12		15		4		3		8		
-1		14		11		8		6		3		0		5		5		10		15		2		6		11		
-1		18		15		12		10		7		4		0		9		5		19		3		10		15		
-1		9		6		13		13		16		19		18		0		13		10		20		16		11		
-1		13		10		17		15		12		9		5		4		0		14		8		15		15		
-1		16		13		20		18		15		12		8		7		3		0		11		18		18		
-1		21		18		15		13		10		7		3		12		8		22		0		13		18		
-1		13		10		17		17		20		23		22		16		17		14		24		0		5		
-1		8		5		12		12		15		18		17		11		12		9		19		5		0		
