Data =>
	instName=TWA60A
	optimalValue=-1
	vehicles=-1
	capacity=25
	depotNode=1
	nodes=60
	arcs=41
	edges=49
	requiredN=21
	requiredA=28
	requiredE=32
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		4		9		44		15		54		21		15		10		16		21		27		79		64		54		5		12		6		26		23		17		24		29		35		27		22		26		34		35		31		37		35		70		46		38		32		39		26		20		17		12		13		20		24		32		44		40		93		88		38		19		79		73		80		80		72		64		55		71		63		
-1		41		0		5		80		11		90		17		11		6		12		17		23		115		100		90		46		53		35		27		19		13		20		25		31		23		18		22		30		31		27		33		31		106		82		74		68		75		62		56		51		46		40		33		32		40		52		48		129		124		46		46		115		109		116		116		108		100		91		107		99		
-1		55		40		0		94		6		104		12		6		20		14		19		18		129		114		104		60		67		49		41		33		27		34		39		45		25		20		24		32		33		29		35		26		120		96		88		82		89		76		70		65		60		54		47		46		54		66		62		143		138		60		60		129		123		130		130		122		114		105		121		113		
-1		29		33		38		0		4		47		10		15		29		23		21		16		72		57		47		24		5		29		49		42		36		43		48		54		34		29		29		41		38		29		35		24		63		39		31		25		32		19		13		12		17		36		43		47		55		67		63		86		81		61		42		72		66		73		73		65		57		48		64		56		
-1		60		45		50		99		0		109		6		11		25		19		17		12		134		119		109		65		72		54		46		38		32		39		44		50		30		25		25		37		34		25		31		20		125		101		93		87		94		81		75		70		65		59		52		51		59		71		67		148		143		65		65		134		128		135		135		127		119		110		126		118		
-1		48		50		55		22		5		0		11		16		30		24		22		17		41		26		16		43		24		48		51		43		37		44		49		55		35		30		30		42		39		30		36		25		32		8		16		22		29		28		32		31		36		55		57		56		64		76		72		83		78		70		61		69		63		70		70		62		54		45		61		53		
-1		54		39		44		93		50		103		0		5		19		13		11		6		128		113		103		59		66		48		40		32		26		33		38		44		24		19		19		31		28		19		25		14		119		95		87		81		88		75		69		64		59		53		46		45		53		65		61		142		137		59		59		128		122		129		129		121		113		104		120		112		
-1		49		34		39		88		45		98		42		0		14		8		13		36		123		108		98		54		61		43		35		27		21		28		33		39		19		14		18		26		27		23		29		28		114		90		82		76		83		70		64		59		54		48		41		40		48		60		56		137		132		54		54		123		117		124		124		116		108		99		115		107		
-1		35		20		25		74		31		84		37		6		0		6		11		34		109		94		84		40		47		29		21		13		7		14		19		25		17		12		16		24		25		21		27		26		100		76		68		62		69		56		50		45		40		34		27		26		34		46		42		123		118		40		40		109		103		110		110		102		94		85		101		93		
