Data =>
	instName=TWA13C
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=13
	edges=10
	requiredN=7
	requiredA=10
	requiredE=5
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		6		8		8		14		20		30		18		20		14		22		14		14		
-1		44		0		36		32		38		32		24		22		14		8		30		42		42		
-1		8		12		0		16		12		18		36		26		26		20		20		6		6		
-1		12		16		4		0		6		12		28		10		18		24		14		10		10		
-1		20		24		12		26		0		6		34		16		24		30		8		6		16		
-1		32		22		24		20		26		0		28		10		18		24		34		30		30		
-1		34		30		26		28		14		8		0		18		26		32		6		20		30		
-1		22		12		14		10		16		22		18		0		8		14		24		20		20		
-1		30		14		22		18		24		18		10		8		0		6		16		28		28		
-1		36		8		28		24		30		24		16		14		6		0		22		34		34		
-1		28		26		20		24		8		4		32		14		22		28		0		14		24		
-1		14		18		6		22		6		12		40		22		30		26		14		0		10		
-1		14		10		6		22		16		22		34		32		24		18		24		10		0		
