Data =>
	instName=TWA40C
	optimalValue=-1
	vehicles=-1
	capacity=75
	depotNode=1
	nodes=40
	arcs=27
	edges=42
	requiredN=15
	requiredA=21
	requiredE=27
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		38		44		42		34		28		24		14		40		62		6		6		8		10		14		16		32		40		42		32		52		22		14		32		34		24		34		26		30		52		44		20		28		18		26		32		36		42		38		22		
-1		38		0		28		60		72		50		28		38		34		80		44		38		30		40		44		52		40		38		44		54		70		60		52		70		72		62		72		62		40		74		66		30		22		20		12		18		28		14		46		46		
-1		44		28		0		32		60		70		24		30		62		52		50		38		42		52		56		60		12		10		16		26		42		64		58		70		78		68		78		70		64		94		86		54		50		32		40		46		56		42		18		22		
-1		36		50		28		0		28		64		32		22		70		20		42		30		44		46		50		52		40		18		16		10		10		32		50		38		46		56		66		62		66		88		80		56		58		40		48		54		64		64		46		30		
-1		52		84		86		84		0		52		66		56		84		104		46		58		58		48		44		36		74		82		84		74		94		46		38		10		18		28		38		46		62		76		68		70		78		68		76		82		86		92		80		64		
-1		36		58		70		72		70		0		46		44		32		92		42		36		28		18		14		22		58		70		72		62		82		58		50		68		70		60		70		32		10		24		16		20		28		38		46		52		36		50		64		52		
-1		24		18		24		38		58		46		0		10		38		58		30		18		18		28		32		40		12		34		38		28		48		46		38		56		58		48		58		50		40		70		62		30		26		8		16		22		32		32		18		18		
-1		14		28		30		28		48		42		10		0		48		48		20		8		22		24		28		30		18		26		28		18		38		36		28		46		48		38		48		40		44		66		58		34		36		18		26		32		42		42		24		8		
-1		40		62		74		76		74		40		50		48		0		96		46		40		32		42		42		50		62		74		76		66		86		62		54		72		74		64		74		60		30		64		56		20		12		42		50		44		20		34		68		56		
-1		22		36		38		20		24		50		18		8		56		0		28		16		30		32		36		38		26		34		36		26		10		12		36		22		30		40		50		48		52		74		66		42		44		26		34		40		50		50		32		16		
-1		6		38		40		38		28		32		20		10		46		58		0		12		14		16		18		10		28		36		38		28		48		16		8		26		28		18		28		20		36		56		48		26		34		24		32		38		42		48		34		18		
-1		6		36		38		36		40		34		18		8		46		56		12		0		14		16		20		22		26		34		36		26		46		28		20		38		40		30		40		32		36		58		50		26		34		24		32		38		42		48		32		16		
-1		8		30		42		44		42		28		18		16		32		64		14		8		0		10		14		22		30		42		44		34		54		30		22		40		42		32		42		32		22		52		44		12		20		10		18		24		28		34		36		24		
-1		18		40		52		54		52		18		28		26		42		74		24		18		10		0		4		12		40		52		54		44		64		40		32		50		52		42		52		22		28		42		34		22		30		20		28		34		38		44		46		34		
-1		22		44		56		58		56		14		32		30		46		78		28		22		14		4		0		8		44		56		58		48		68		44		36		54		56		46		56		18		24		38		30		26		34		24		32		38		42		48		50		38		
-1		30		52		64		66		64		22		40		38		54		86		36		30		22		12		8		0		52		64		66		56		76		52		44		62		64		54		64		10		32		46		38		34		42		32		40		46		50		56		58		46		
-1		32		30		12		30		58		58		12		18		50		50		38		26		30		40		44		48		0		22		28		20		40		54		46		64		66		56		66		58		52		82		74		42		38		20		28		34		44		44		6		10		
-1		42		38		10		22		50		70		34		28		72		42		48		36		50		52		56		58		22		0		6		16		32		54		56		60		68		66		76		68		72		94		86		62		60		42		50		56		66		52		28		32		
-1		36		44		16		16		44		64		32		22		70		36		42		30		44		46		50		52		28		6		0		10		26		48		50		54		62		60		70		62		66		88		80		56		58		40		48		54		64		58		34		30		
-1		26		40		18		10		38		54		22		12		60		30		32		20		34		36		40		42		30		8		10		0		20		42		40		48		56		50		60		52		56		78		70		46		48		30		38		44		54		54		36		20		
