Data =>
	instName=TWA40D
	optimalValue=-1
	vehicles=-1
	capacity=75
	depotNode=1
	nodes=40
	arcs=24
	edges=45
	requiredN=14
	requiredA=17
	requiredE=32
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		38		44		52		52		28		24		14		40		72		24		6		8		10		14		22		32		34		36		26		62		40		32		50		58		30		30		22		26		32		40		20		28		18		26		46		36		50		36		22		
-1		56		0		42		76		86		50		18		48		34		96		58		50		42		52		52		60		30		58		60		50		86		74		66		84		92		68		68		60		40		46		50		30		22		20		12		24		28		14		30		40		
-1		44		28		0		58		68		72		24		30		62		78		40		38		46		54		58		50		12		40		42		32		68		56		48		66		74		58		68		60		68		74		78		58		50		32		40		52		56		42		18		22		
-1		42		56		28		0		28		70		38		28		76		20		38		36		44		52		56		48		30		18		16		10		10		32		40		42		50		50		60		58		66		72		80		56		64		46		54		80		72		70		36		20		
-1		54		86		88		96		0		54		68		58		86		116		48		60		60		50		46		38		76		78		80		70		106		12		20		22		30		30		40		48		58		64		70		68		76		70		78		94		84		98		80		66		
-1		28		58		70		80		60		0		46		42		32		100		32		34		28		18		14		22		58		62		64		54		90		48		40		58		66		30		30		22		10		16		16		20		28		38		46		46		36		50		58		50		
-1		44		18		24		58		68		54		0		30		38		78		40		38		46		54		56		50		12		40		42		32		68		56		48		66		74		58		68		60		44		50		54		34		26		8		16		42		34		32		12		22		
-1		14		28		30		38		38		42		10		0		48		58		10		8		16		24		28		20		18		20		22		12		48		26		18		36		44		28		38		30		38		44		52		28		36		18		26		52		44		42		22		8		
-1		46		48		74		86		86		32		50		48		0		106		58		40		32		42		42		50		62		68		70		60		96		74		66		84		92		58		58		50		30		36		16		20		12		42		36		30		20		34		62		56		
-1		22		36		38		20		24		50		18		8		56		0		18		16		24		32		36		28		26		28		30		20		10		12		20		22		30		30		40		38		46		52		60		36		44		26		34		60		52		50		30		16		
-1		6		38		40		48		28		32		20		10		46		68		0		12		14		16		18		10		28		30		32		22		58		16		8		26		34		18		28		20		30		36		44		26		34		24		32		52		42		52		32		18		
-1		6		36		38		46		46		34		18		8		40		66		18		0		8		16		20		28		26		28		30		20		56		34		26		44		52		36		36		28		30		36		44		20		28		18		26		46		36		50		30		16		
-1		14		30		42		54		54		28		18		16		32		74		26		8		0		10		14		22		30		36		38		28		64		42		34		52		60		30		30		22		22		28		36		12		20		10		18		38		28		42		30		24		
-1		10		40		52		62		50		18		28		24		42		82		22		16		10		0		4		12		40		44		46		36		72		38		30		48		56		20		20		12		16		22		30		22		30		20		28		48		38		52		40		32		
-1		14		44		56		66		46		14		32		28		42		86		18		20		14		4		0		8		44		48		50		40		76		34		26		44		52		16		16		8		12		18		26		22		30		24		32		48		38		52		44		36		
-1		16		48		50		58		38		22		30		20		50		78		10		22		22		12		8		0		38		40		42		32		68		26		18		36		44		8		18		10		20		26		34		30		38		32		40		56		46		60		42		28		
-1		32		30		12		46		56		60		12		18		50		66		28		26		34		42		46		38		0		28		30		20		56		44		36		54		62		46		56		48		56		62		66		46		38		20		28		54		46		44		6		10		
-1		40		38		10		22		50		68		34		26		72		42		36		34		42		50		54		46		22		0		6		8		32		52		44		62		70		54		64		56		64		70		78		54		60		42		50		62		66		52		28		18		
-1		46		44		16		16		44		74		40		32		78		36		42		40		48		56		60		52		28		6		0		14		26		48		50		58		66		60		70		62		70		76		84		60		66		48		56		68		72		58		34		24		
-1		32		46		18		26		54		60		28		18		66		46		28		26		34		42		46		38		20		8		10		0		36		44		36		54		62		46		56		48		56		62		70		46		54		36		44		70		62		60		26		10		
-1		32		46		38		10		18		60		28		18		66		10		28		26		34		42		46		38		36		28		26		20		0		22		30		32		40		40		50		48		56		62		70		46		54		36		44		70		62		60		40		26		
-1		42		74		76		84		12		42		56		46		74		104		36		48		48		38		34		26		64		66		68		58		94		0		8		10		18		18		28		36		46		52		58		56		64		58		66		82		72		86		68		54		
-1		34		66		68		76		20		34		48		38		66		96		28		40		40		30		26		18		56		58		60		50		86		8		0		18		26		10		20		28		38		44		50		48		56		50		58		74		64		78		60		46		
-1		42		74		76		84		10		42		56		46		74		104		36		48		48		38		34		26		64		66		68		58		94		10		18		0		8		18		28		36		46		52		58		56		64		58		66		82		72		86		68		54		
-1		34		66		68		76		40		34		48		38		66		96		28		40		40		30		26		18		56		58		60		50		86		28		20		38		0		10		20		28		38		44		50		48		56		50		58		74		64		78		60		46		
