Data =>
	instName=TWC13C
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=11
	edges=12
	requiredN=4
	requiredA=9
	requiredE=9
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		6		8		12		18		24		32		18		20		14		26		14		14		
-1		20		0		12		16		22		22		30		12		14		8		26		18		10		
-1		8		12		0		4		10		16		24		14		26		20		18		6		6		
-1		8		14		4		0		6		12		20		10		28		22		14		10		10		
-1		14		20		10		6		0		6		14		16		24		28		8		6		16		
-1		26		32		22		18		12		0		8		10		18		24		4		18		28		
-1		28		24		24		20		14		20		0		18		10		16		6		20		30		
-1		18		24		14		10		16		10		18		0		28		32		14		20		20		
-1		26		14		22		18		24		18		26		8		0		6		22		28		24		
-1		28		8		20		24		30		24		32		14		6		0		28		26		18		
-1		22		28		18		14		8		14		6		24		16		22		0		14		24		
-1		14		18		6		10		16		22		30		20		32		26		24		0		10		
-1		30		10		22		26		32		32		40		22		24		18		36		28		0		
