Data =>
	instName=TWA13B
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=13
	edges=10
	requiredN=4
	requiredA=10
	requiredE=8
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		6		8		8		14		20		28		18		20		14		22		14		14		
-1		6		0		12		14		20		26		24		22		14		8		28		18		18		
-1		18		12		0		4		10		16		24		14		26		20		18		6		6		
-1		28		22		34		0		6		12		20		10		30		30		14		12		40		
-1		34		28		40		6		0		6		14		16		24		36		8		6		46		
-1		28		22		34		12		6		0		10		10		20		30		4		12		40		
-1		36		30		42		20		14		8		0		18		10		38		6		20		48		
-1		18		12		24		22		16		10		20		0		26		20		14		22		30		
-1		26		20		32		30		24		18		10		8		0		28		16		30		38		
-1		32		26		38		36		30		24		16		14		6		0		22		36		44		
-1		32		26		38		14		8		4		6		14		16		34		0		14		44		
-1		40		34		46		12		6		12		20		22		30		42		14		0		52		
-1		16		10		22		22		16		22		30		32		24		18		24		10		0		
