Data =>
	instName=TWB13B
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=12
	edges=11
	requiredN=5
	requiredA=8
	requiredE=9
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		6		8		8		14		20		28		30		38		44		22		14		14		
-1		24		0		12		16		22		28		36		38		46		52		30		18		18		
-1		12		16		0		4		10		16		24		26		34		40		18		6		6		
-1		8		14		4		0		6		12		20		22		30		36		14		10		10		
-1		14		20		10		6		0		6		14		16		24		30		8		6		16		
-1		26		22		22		18		12		0		10		10		18		24		4		18		28		
-1		28		24		24		20		14		8		0		18		10		16		6		20		30		
-1		18		12		14		10		16		22		18		0		8		14		24		20		20		
-1		38		14		26		30		24		18		10		28		0		6		16		30		32		
-1		32		8		20		24		30		24		16		34		6		0		22		26		26		
-1		22		26		18		14		8		4		6		14		16		22		0		14		24		
-1		20		20		16		12		6		12		20		22		30		36		14		0		10		
-1		18		10		6		10		16		22		30		32		40		46		24		10		0		
