Data =>
	instName=TWA20B
	optimalValue=-1
	vehicles=-1
	capacity=25
	depotNode=1
	nodes=20
	arcs=18
	edges=13
	requiredN=6
	requiredA=12
	requiredE=11
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		4		8		3		18		15		20		25		28		27		25		22		20		23		14		22		7		7		10		4		
-1		4		0		4		7		14		11		16		21		24		31		29		26		24		27		18		26		3		11		14		8		
-1		6		4		0		9		10		7		12		17		20		33		31		28		26		29		20		28		7		13		16		10		
-1		3		7		11		0		21		18		23		28		31		30		28		25		23		26		17		25		10		10		13		7		
-1		5		9		13		2		0		20		25		30		33		32		30		27		25		28		19		27		12		12		15		9		
-1		8		11		7		5		3		0		5		10		13		35		33		30		28		31		22		30		14		15		18		12		
-1		7		11		15		4		25		22		0		5		8		34		32		29		27		30		21		29		14		14		17		11		
-1		7		11		15		9		25		22		5		0		3		34		32		29		27		30		21		29		14		14		17		11		
-1		4		8		12		7		22		19		24		29		0		31		29		26		24		27		18		26		11		11		14		8		
-1		7		11		15		10		25		22		27		28		3		0		24		21		19		22		13		21		10		6		9		3		
-1		11		15		19		13		29		26		9		4		7		4		0		3		5		5		8		16		14		10		12		7		
-1		14		18		22		16		32		29		12		7		10		7		3		0		2		5		8		16		17		13		12		10		
-1		14		18		22		17		32		29		14		9		10		7		5		2		0		3		6		14		17		13		10		10		
-1		11		15		19		14		29		26		17		12		7		4		8		5		3		0		3		11		14		10		7		7		
-1		18		14		18		21		28		25		20		15		16		13		11		8		6		9		0		8		11		7		4		16		
-1		11		7		11		14		21		18		23		23		24		21		19		16		14		17		8		0		4		15		12		15		
-1		7		3		7		10		17		14		19		24		27		34		32		29		27		30		21		29		0		14		17		11		
-1		11		7		11		14		21		18		23		22		23		20		18		15		13		16		7		15		4		0		3		15		
-1		14		10		14		17		24		21		24		19		20		17		15		12		10		13		4		12		7		3		0		18		
-1		4		8		12		7		22		19		24		25		26		23		21		18		16		19		10		18		7		3		6		0		
