Data =>
	instName=TWB13A
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=12
	edges=11
	requiredN=8
	requiredA=7
	requiredE=7
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		10		4		4		7		10		14		9		13		14		11		7		12		
-1		3		0		7		7		10		11		12		6		7		4		14		10		5		
-1		4		6		0		2		5		8		12		7		11		10		9		3		8		
-1		4		11		8		0		3		6		10		5		9		15		7		11		16		
-1		17		14		21		13		0		3		7		8		12		18		4		24		19		
-1		14		11		18		10		3		0		4		5		9		15		7		21		16		
-1		19		16		23		15		7		5		0		10		5		20		3		26		21		
-1		9		6		13		5		8		5		9		0		4		10		12		16		11		
-1		24		21		28		20		12		10		5		15		0		25		8		31		26		
-1		27		24		31		23		15		13		8		18		3		0		11		34		29		
-1		16		13		20		12		4		2		6		7		11		17		0		23		18		
-1		7		9		3		5		3		6		10		10		14		13		7		0		5		
-1		7		5		3		5		8		11		15		10		12		9		12		5		0		
