Data =>
	instName=TWC60A
	optimalValue=-1
	vehicles=-1
	capacity=25
	depotNode=1
	nodes=60
	arcs=43
	edges=47
	requiredN=26
	requiredA=28
	requiredE=27
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		4		22		23		27		32		32		16		10		16		21		26		32		47		42		11		18		6		14		22		17		24		18		24		24		22		26		31		35		31		37		34		41		34		26		32		68		32		26		25		18		13		20		19		27		34		38		36		31		25		19		26		34		39		39		35		59		52		52		44		
-1		4		0		18		27		31		36		28		12		6		12		17		22		28		43		46		15		22		10		18		19		13		20		14		20		20		18		22		27		31		27		33		30		37		38		30		36		72		36		30		29		22		17		24		23		31		38		42		40		35		29		23		30		38		43		43		39		63		56		56		48		
-1		9		5		0		32		36		41		33		6		11		17		22		27		33		48		51		20		27		15		23		24		18		25		19		25		25		23		27		32		36		32		38		35		42		43		35		41		77		41		35		34		27		22		29		28		36		43		47		45		40		34		28		35		43		48		48		44		68		61		61		53		
-1		19		15		10		0		4		9		43		16		21		27		32		37		43		32		22		30		37		25		33		34		28		35		29		35		35		33		37		42		46		42		48		44		38		14		6		12		66		18		24		29		34		32		39		38		46		53		57		55		50		44		38		38		32		25		58		47		57		50		50		42		
-1		15		11		6		4		0		5		39		12		17		23		28		33		39		31		21		26		33		21		29		30		24		31		25		31		31		29		33		38		42		38		44		41		37		13		10		16		70		22		28		33		33		28		35		34		42		49		53		51		46		40		34		41		36		29		54		50		61		54		54		46		
-1		20		16		11		9		5		0		44		17		22		28		33		38		44		26		16		31		38		26		34		35		29		36		30		36		36		34		38		43		47		43		49		38		32		8		15		21		75		27		33		38		38		33		40		39		47		54		58		56		51		45		39		46		41		34		59		55		66		59		59		51		
-1		20		16		11		10		6		11		0		5		11		17		22		27		33		37		27		31		38		26		34		24		18		25		19		25		25		23		27		32		36		32		38		35		42		19		16		22		76		28		34		39		38		33		40		39		47		54		58		56		51		45		39		46		42		35		59		55		67		60		60		52		
-1		15		11		6		38		34		39		28		0		6		12		17		22		28		43		55		26		33		21		29		19		13		20		14		20		20		18		22		27		31		27		33		30		37		47		41		47		83		47		41		40		33		28		35		34		42		49		53		51		46		40		34		41		49		54		54		50		74		67		67		59		
-1		21		17		12		32		28		33		22		6		0		6		11		16		22		37		49		32		39		27		35		13		7		14		8		14		14		12		16		21		25		21		27		24		31		41		38		44		89		50		47		46		39		34		41		40		48		55		59		57		52		46		40		47		55		57		60		56		80		73		73		65		
