Data =>
	instName=TWB20B
	optimalValue=-1
	vehicles=-1
	capacity=25
	depotNode=1
	nodes=20
	arcs=11
	edges=20
	requiredN=6
	requiredA=7
	requiredE=16
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		4		6		22		24		13		18		23		26		29		27		30		32		32		35		11		7		11		39		14		
-1		4		0		4		20		22		11		16		21		24		27		25		28		30		30		33		7		3		7		37		10		
-1		8		4		0		16		18		7		12		17		20		23		21		24		26		26		29		11		7		11		33		14		
-1		3		7		9		0		2		5		4		9		12		15		13		16		18		18		21		14		10		14		25		17		
-1		5		9		11		2		0		3		6		11		14		17		15		18		20		20		23		16		12		16		27		19		
-1		12		16		18		9		11		0		5		10		13		16		14		17		19		19		22		23		19		22		26		19		
-1		7		11		13		4		6		5		0		5		8		11		9		12		14		14		17		18		14		17		21		14		
-1		7		11		13		9		11		10		5		0		3		6		4		7		9		9		12		18		14		12		16		9		
-1		4		8		10		12		14		13		8		3		0		3		7		10		10		7		10		15		11		9		14		6		
-1		7		11		13		17		19		18		13		8		11		0		4		7		7		4		7		14		10		6		11		3		
-1		11		15		17		13		15		14		9		4		7		4		0		3		5		5		8		16		14		10		12		7		
-1		14		18		20		16		18		17		12		7		10		7		3		0		2		5		8		16		17		13		12		10		
-1		14		18		20		18		20		19		14		9		12		7		5		2		0		3		6		14		17		13		10		10		
-1		11		15		17		18		20		19		14		9		12		4		5		5		3		0		3		11		14		10		7		7		
-1		14		14		18		24		26		25		20		15		18		13		11		8		6		9		0		8		11		7		4		10		
-1		11		7		11		27		29		18		23		28		31		34		32		35		37		37		40		0		4		8		44		11		
-1		7		3		7		23		25		14		19		24		27		30		28		31		33		33		36		4		0		4		40		7		
-1		7		7		11		27		29		18		23		28		31		34		32		35		37		37		40		8		4		0		44		3		
-1		10		10		14		28		30		21		24		19		22		17		15		12		10		13		4		11		7		3		0		6		
-1		4		8		10		26		28		17		22		27		30		33		31		34		36		36		39		11		7		3		43		0		
