Data =>
	instName=TWA13A
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=8
	edges=15
	requiredN=4
	requiredA=7
	requiredE=11
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		3		4		4		7		10		18		9		13		16		11		7		7		
-1		3		0		6		7		10		11		15		6		10		13		14		9		5		
-1		6		6		0		2		5		8		21		12		16		19		9		3		3		
-1		4		7		2		0		3		6		20		11		15		18		7		5		5		
-1		7		10		5		3		0		3		17		8		12		15		4		3		8		
-1		10		11		8		6		3		0		14		5		9		12		7		6		11		
-1		14		12		12		10		7		4		0		9		5		8		3		10		15		
-1		9		6		7		5		8		5		9		0		4		7		12		10		10		
-1		10		7		13		14		12		9		5		13		0		3		8		15		12		
-1		7		4		10		11		14		12		8		10		3		0		11		13		9		
-1		11		13		9		7		4		2		16		7		11		14		0		7		12		
-1		9		9		3		5		3		6		20		11		15		18		7		0		5		
-1		9		9		3		5		8		11		24		15		19		22		12		5		0		
