Data =>
	instName=TWC13A
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=12
	edges=11
	requiredN=4
	requiredA=9
	requiredE=9
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		15		6		4		7		10		14		9		22		19		11		9		9		
-1		3		0		6		7		10		11		12		6		7		4		13		9		5		
-1		4		13		0		2		5		8		12		7		20		17		9		3		3		
-1		6		11		2		0		3		6		10		5		18		15		7		5		5		
-1		17		14		15		13		0		3		7		8		21		18		4		18		18		
-1		14		11		12		10		3		0		4		5		18		15		2		15		15		
-1		18		15		16		14		7		4		0		9		22		19		6		19		19		
-1		9		6		7		5		8		5		9		0		13		10		7		10		10		
-1		13		10		11		9		12		9		5		4		0		3		11		14		14		
-1		16		13		14		12		15		12		8		7		3		0		14		17		17		
-1		16		13		14		12		4		2		3		7		20		17		0		17		17		
-1		7		16		3		5		3		6		10		10		23		20		7		0		6		
-1		7		16		3		5		8		11		15		10		23		20		12		5		0		
