Data =>
	instName=TWA13A
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=8
	edges=15
	requiredN=4
	requiredA=7
	requiredE=11
nodes dist:
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		3		4		4		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		3		0		6		-1		-1		-1		-1		6		-1		-1		-1		-1		5		
-1		-1		6		0		2		-1		-1		-1		-1		-1		-1		-1		3		3		
-1		4		-1		2		0		3		-1		-1		-1		-1		-1		-1		-1		-1		
-1		-1		-1		-1		3		0		3		-1		-1		-1		-1		4		3		-1		
-1		-1		-1		-1		-1		3		0		-1		5		-1		-1		-1		-1		-1		
-1		-1		-1		-1		-1		-1		4		0		-1		5		-1		3		-1		-1		
-1		-1		6		-1		5		-1		5		-1		0		4		-1		-1		-1		-1		
-1		-1		-1		-1		-1		-1		-1		5		-1		0		3		-1		-1		-1		
-1		-1		4		-1		-1		-1		-1		-1		-1		3		0		-1		-1		-1		
-1		-1		-1		-1		-1		4		2		-1		-1		-1		-1		0		-1		-1		
-1		-1		-1		3		-1		3		-1		-1		-1		-1		-1		-1		0		5		
-1		-1		-1		3		-1		-1		-1		-1		-1		-1		-1		-1		5		0		
