Data =>
	instName=TWC20B
	optimalValue=-1
	vehicles=-1
	capacity=25
	depotNode=1
	nodes=20
	arcs=16
	edges=15
	requiredN=9
	requiredA=12
	requiredE=8
nodes dist:
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		4		6		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		4		
-1		4		0		4		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		3		-1		-1		-1		
-1		6		4		0		-1		-1		7		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		3		-1		-1		0		2		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		-1		-1		-1		-1		0		3		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		-1		-1		-1		-1		3		0		5		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		-1		-1		-1		4		-1		5		0		5		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		-1		-1		-1		-1		-1		-1		5		0		3		-1		4		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		4		-1		-1		-1		-1		-1		-1		-1		0		3		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		0		4		-1		-1		4		-1		-1		-1		-1		-1		-1		
-1		-1		-1		-1		-1		-1		-1		-1		4		-1		-1		0		3		-1		5		-1		-1		-1		-1		-1		-1		
-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		3		0		-1		-1		-1		-1		-1		-1		-1		-1		
-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		2		0		3		6		-1		-1		-1		-1		-1		
-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		3		0		3		-1		-1		-1		-1		-1		
-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		6		3		0		8		-1		-1		-1		-1		
-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		8		0		4		-1		-1		-1		
-1		-1		3		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		4		0		-1		-1		-1		
-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		4		0		3		3		
-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		4		-1		-1		-1		0		-1		
-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		3		-1		-1		-1		-1		-1		-1		-1		3		-1		0		
