Data =>
	instName=TWC13B
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=12
	edges=11
	requiredN=7
	requiredA=9
	requiredE=6
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		6		8		8		14		26		34		18		26		14		22		14		24		
-1		6		0		12		14		20		22		30		12		20		8		28		18		28		
-1		18		12		0		18		12		24		32		24		32		20		20		6		16		
-1		8		14		4		0		6		18		26		10		18		22		14		10		20		
-1		14		20		10		6		0		12		20		16		24		28		8		6		16		
-1		20		26		16		12		6		0		8		22		30		34		14		12		22		
-1		28		34		24		20		14		8		0		30		38		42		6		20		30		
-1		18		12		14		10		16		10		18		0		8		14		24		20		30		
-1		20		14		22		18		24		18		10		8		0		6		16		28		38		
-1		14		8		20		22		28		30		38		20		28		0		36		26		36		
-1		24		30		20		16		10		4		12		26		34		38		0		16		26		
-1		20		20		16		12		6		18		26		22		30		28		14		0		10		
-1		16		10		6		22		16		28		36		22		30		18		24		10		0		
