Data =>
	instName=TWC13A
	optimalValue=-1
	vehicles=-1
	capacity=50
	depotNode=1
	nodes=13
	arcs=12
	edges=11
	requiredN=4
	requiredA=9
	requiredE=9
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		30		12		8		14		20		28		18		44		38		22		18		18		
-1		6		0		12		14		20		22		24		12		14		8		26		18		10		
-1		8		26		0		4		10		16		24		14		40		34		18		6		6		
-1		12		22		4		0		6		12		20		10		36		30		14		10		10		
-1		34		28		30		26		0		6		14		16		42		36		8		36		36		
-1		28		22		24		20		6		0		8		10		36		30		4		30		30		
-1		36		30		32		28		14		8		0		18		44		38		12		38		38		
-1		18		12		14		10		16		10		18		0		26		20		14		20		20		
-1		26		20		22		18		24		18		10		8		0		6		22		28		28		
-1		32		26		28		24		30		24		16		14		6		0		28		34		34		
-1		32		26		28		24		8		4		6		14		40		34		0		34		34		
-1		14		32		6		10		6		12		20		20		46		40		14		0		12		
-1		14		32		6		10		16		22		30		20		46		40		24		10		0		
