Data =>
	instName=TWC40D
	optimalValue=-1
	vehicles=-1
	capacity=75
	depotNode=1
	nodes=40
	arcs=41
	edges=28
	requiredN=16
	requiredA=28
	requiredE=19
0		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		-1		
-1		0		38		66		80		52		40		56		84		48		76		6		6		8		10		42		16		74		102		96		90		70		64		14		42		34		24		34		50		30		36		56		20		36		18		26		32		42		42		68		92		
-1		50		0		28		124		96		50		18		128		34		120		56		50		42		52		52		60		36		146		140		134		114		108		64		86		78		68		64		60		40		46		50		30		22		20		12		18		28		14		30		136		
-1		78		52		0		152		124		78		24		156		62		148		84		78		70		80		80		88		12		174		168		162		142		136		92		114		106		96		92		88		68		74		78		58		50		32		40		46		56		56		18		164		
-1		46		60		32		0		28		70		32		22		70		20		32		30		38		48		72		42		30		22		16		10		10		40		40		38		46		50		60		80		60		66		86		50		58		40		48		54		64		64		36		20		
-1		56		70		60		28		0		80		42		32		80		24		28		40		48		58		82		38		50		50		44		38		18		12		20		10		18		30		40		90		70		76		96		60		68		50		58		64		74		74		54		40		
-1		56		66		94		80		52		0		84		84		32		76		42		60		52		46		42		50		102		102		96		90		70		64		34		42		34		24		14		50		30		24		16		40		44		62		54		60		70		70		96		92		
-1		54		28		56		128		100		54		0		132		38		124		60		54		46		56		56		64		18		150		144		138		118		112		68		90		82		72		68		64		44		50		54		34		26		8		16		22		32		32		12		140		
-1		24		38		44		84		56		48		10		0		48		80		10		8		16		26		50		20		18		34		28		18		74		68		18		46		38		28		38		58		38		44		64		28		36		18		26		32		42		42		22		8		
-1		40		34		62		112		84		32		52		116		0		108		46		40		32		42		42		50		70		134		128		122		102		96		54		74		66		56		46		50		30		24		16		20		12		30		22		28		38		38		64		124		
-1		32		46		52		92		64		56		18		8		56		0		18		16		24		34		58		28		26		42		36		26		82		76		26		54		46		36		46		66		46		52		72		36		44		26		34		40		50		50		30		16		
-1		102		116		106		74		46		126		88		78		126		70		0		86		94		104		128		10		96		96		90		84		64		58		8		36		28		18		28		136		116		122		142		106		114		96		104		110		120		120		100		86		
-1		16		38		66		96		68		40		56		100		48		92		22		0		8		18		42		32		74		118		112		106		86		80		30		58		50		40		50		50		30		36		56		20		36		18		26		32		42		42		68		108		
-1		8		30		58		88		60		32		48		92		40		84		14		8		0		10		34		24		66		110		104		98		78		72		22		50		42		32		42		42		22		28		48		12		28		10		18		24		34		34		60		100		
-1		10		48		76		90		62		50		66		94		58		86		16		16		18		0		52		26		84		112		106		100		80		74		24		52		44		34		44		60		40		46		66		30		46		28		36		42		52		52		78		102		
-1		14		52		80		72		44		14		70		76		46		68		18		20		22		4		0		8		88		94		88		82		62		56		26		34		26		16		16		8		44		38		30		34		50		32		40		46		56		56		82		84		
-1		92		106		96		64		36		116		78		68		116		60		10		76		84		94		118		0		86		86		80		74		54		48		18		26		18		8		18		126		106		112		132		96		104		86		94		100		110		110		90		76		
-1		66		40		68		140		112		66		12		144		50		136		72		66		58		68		68		76		0		162		156		150		130		124		80		102		94		84		80		76		56		62		66		46		38		20		28		34		44		44		6		152		
-1		44		58		10		104		76		68		30		20		68		100		30		28		36		46		70		40		22		0		6		8		94		88		38		66		58		48		58		78		58		64		84		48		56		38		46		52		62		62		28		18		
-1		46		60		16		106		78		70		32		22		70		102		32		30		38		48		72		42		28		6		0		10		96		90		40		68		60		50		60		80		60		66		86		50		58		40		48		54		64		64		34		20		
-1		36		50		26		96		68		60		22		12		60		92		22		20		28		38		62		32		20		16		10		0		86		80		30		58		50		40		50		70		50		56		76		40		48		30		38		44		54		54		26		10		
-1		42		56		42		10		18		66		28		18		66		10		28		26		34		44		68		38		36		32		26		20		0		30		36		28		36		46		56		76		56		62		82		46		54		36		44		50		60		60		40		26		
